id,name,price,stock,description,isArchived
1911,Produit 1910,68.86,31,Description automatique,
1912,Produit 1911,1.51,3,Description automatique,
1913,Produit 1912,15.35,43,Description automatique,
1914,Produit 1913,45.17,41,Description automatique,
1915,Produit 1914,60.33,1,Description automatique,
1916,Produit 1915,62.75,45,Description automatique,
1917,Produit 1916,44.91,9,Description automatique,
1918,Produit 1917,18.71,18,Description automatique,
1919,Produit 1918,39.52,1,Description automatique,
1920,Produit 1919,74.31,25,Description automatique,
1921,Produit 1920,84.66,47,Description automatique,
1922,Produit 1921,47.89,26,Description automatique,
1923,Produit 1922,8.27,12,Description automatique,
1924,Produit 1923,35.04,18,Description automatique,
1925,Produit 1924,5.77,19,Description automatique,
1926,Produit 1925,53.45,17,Description automatique,
1927,Produit 1926,84.44,39,Description automatique,
1928,Produit 1927,79.85,20,Description automatique,
1929,Produit 1928,19.26,45,Description automatique,
1930,Produit 1929,61.63,4,Description automatique,
1931,Produit 1930,17.54,35,Description automatique,
1932,Produit 1931,97.73,13,Description automatique,
1933,Produit 1932,63.77,36,Description automatique,
1934,Produit 1933,45.72,36,Description automatique,
1935,Produit 1934,26.62,1,Description automatique,
1936,Produit 1935,40.1,40,Description automatique,
1937,Produit 1936,96.65,29,Description automatique,
1938,Produit 1937,50.2,36,Description automatique,
1939,Produit 1938,80.03,41,Description automatique,
1940,Produit 1939,34.63,21,Description automatique,
1941,Produit 1940,37.89,16,Description automatique,
1942,Produit 1941,39.8,19,Description automatique,
1943,Produit 1942,24.12,38,Description automatique,
1944,Produit 1943,35.67,31,Description automatique,
1945,Produit 1944,17.25,35,Description automatique,
1946,Produit 1945,78.64,39,Description automatique,
1947,Produit 1946,51.37,11,Description automatique,
1948,Produit 1947,4.68,5,Description automatique,
1949,Produit 1948,90.13,19,Description automatique,
1950,Produit 1949,25.85,5,Description automatique,
1951,Produit 1950,55.21,48,Description automatique,
1952,Produit 1951,11.94,10,Description automatique,
1953,Produit 1952,7.74,27,Description automatique,
1954,Produit 1953,6.37,11,Description automatique,
1955,Produit 1954,76.92,38,Description automatique,
1956,Produit 1955,56.17,3,Description automatique,
1957,Produit 1956,59.44,10,Description automatique,
1958,Produit 1957,95.05,0,Description automatique,
1959,Produit 1958,58.85,4,Description automatique,
1960,Produit 1959,58.53,30,Description automatique,
1961,Produit 1960,9.4,15,Description automatique,
1962,Produit 1961,97.1,37,Description automatique,
1963,Produit 1962,15.88,31,Description automatique,
1964,Produit 1963,72.73,3,Description automatique,
1965,Produit 1964,49.52,8,Description automatique,
1966,Produit 1965,41.94,12,Description automatique,
1967,Produit 1966,67.79,4,Description automatique,
1968,Produit 1967,82.16,19,Description automatique,
1969,Produit 1968,30.93,31,Description automatique,
1970,Produit 1969,44.37,40,Description automatique,
1971,Produit 1970,86.21,43,Description automatique,
1972,Produit 1971,94.77,12,Description automatique,
1973,Produit 1972,46.77,45,Description automatique,
1974,Produit 1973,92.12,42,Description automatique,
1975,Produit 1974,12.66,20,Description automatique,
1976,Produit 1975,26.68,24,Description automatique,
1977,Produit 1976,94.34,32,Description automatique,
1978,Produit 1977,6.56,39,Description automatique,
1979,Produit 1978,50.23,6,Description automatique,
1980,Produit 1979,41.74,26,Description automatique,
1981,Produit 1980,34.45,19,Description automatique,
1982,Produit 1981,94.48,33,Description automatique,
1983,Produit 1982,11.89,28,Description automatique,
1984,Produit 1983,34.94,46,Description automatique,
1985,Produit 1984,93.66,47,Description automatique,
1986,Produit 1985,58.05,18,Description automatique,
1987,Produit 1986,57.84,12,Description automatique,
1988,Produit 1987,89.41,2,Description automatique,
1989,Produit 1988,70.91,46,Description automatique,
1990,Produit 1989,74.22,10,Description automatique,
1991,Produit 1990,26.25,47,Description automatique,
1992,Produit 1991,25.35,13,Description automatique,
1993,Produit 1992,78.96,45,Description automatique,
1994,Produit 1993,10.03,33,Description automatique,
1995,Produit 1994,21.21,10,Description automatique,
1996,Produit 1995,30.47,27,Description automatique,
1997,Produit 1996,94.9,48,Description automatique,
1998,Produit 1997,41.56,41,Description automatique,
1999,Produit 1998,89.37,13,Description automatique,
2000,Produit 1999,26.94,29,Description automatique,
2001,Produit 2000,30.83,34,Description automatique,
2002,Produit 2001,6.07,0,Description automatique,
2003,Produit 2002,48.28,31,Description automatique,
2004,Produit 2003,36.56,42,Description automatique,
2005,Produit 2004,45.43,39,Description automatique,
2006,Produit 2005,76.16,1,Description automatique,
2007,Produit 2006,42.86,33,Description automatique,
2008,Produit 2007,70.61,35,Description automatique,
2009,Produit 2008,98.87,47,Description automatique,
2010,Produit 2009,34.58,1,Description automatique,
2011,Produit 2010,3.35,45,Description automatique,
2012,Produit 2011,55.76,14,Description automatique,
2013,Produit 2012,66.44,1,Description automatique,
2014,Produit 2013,95.02,38,Description automatique,
2015,Produit 2014,38.49,15,Description automatique,
2016,Produit 2015,64.64,30,Description automatique,
2017,Produit 2016,35.58,24,Description automatique,
2018,Produit 2017,26.3,41,Description automatique,
2019,Produit 2018,3.24,12,Description automatique,
2020,Produit 2019,81.67,42,Description automatique,
2021,Produit 2020,1.76,17,Description automatique,
2022,Produit 2021,82.1,30,Description automatique,
2023,Produit 2022,63.41,27,Description automatique,
2024,Produit 2023,63.69,7,Description automatique,
2025,Produit 2024,65.99,36,Description automatique,
2026,Produit 2025,86.13,30,Description automatique,
2027,Produit 2026,26.91,11,Description automatique,
2028,Produit 2027,75.03,41,Description automatique,
2029,Produit 2028,43.96,38,Description automatique,
2030,Produit 2029,12.74,26,Description automatique,
2031,Produit 2030,9.99,26,Description automatique,
2032,Produit 2031,80.18,0,Description automatique,
2033,Produit 2032,64.17,29,Description automatique,
2034,Produit 2033,27.41,20,Description automatique,
2035,Produit 2034,97.57,15,Description automatique,
2036,Produit 2035,49.94,31,Description automatique,
2037,Produit 2036,77.99,0,Description automatique,
2038,Produit 2037,31.63,27,Description automatique,
2039,Produit 2038,28.72,47,Description automatique,
2040,Produit 2039,49.45,25,Description automatique,
2041,Produit 2040,55.13,31,Description automatique,
2042,Produit 2041,96.81,43,Description automatique,
2043,Produit 2042,16.49,17,Description automatique,
2044,Produit 2043,16.49,38,Description automatique,
2045,Produit 2044,33.26,47,Description automatique,
2046,Produit 2045,87.24,5,Description automatique,
2047,Produit 2046,57.81,45,Description automatique,
2048,Produit 2047,55.28,44,Description automatique,
2049,Produit 2048,67.7,37,Description automatique,
2050,Produit 2049,31.72,37,Description automatique,
2051,Produit 2050,49.65,47,Description automatique,
2052,Produit 2051,26.3,25,Description automatique,
2053,Produit 2052,29.87,9,Description automatique,
2054,Produit 2053,30.22,2,Description automatique,
2055,Produit 2054,58.35,0,Description automatique,
2056,Produit 2055,80.44,19,Description automatique,
2057,Produit 2056,48.43,3,Description automatique,
2058,Produit 2057,75.75,11,Description automatique,
2059,Produit 2058,87.4,7,Description automatique,
2060,Produit 2059,19.23,33,Description automatique,
2061,Produit 2060,62.88,15,Description automatique,
2062,Produit 2061,86.93,43,Description automatique,
2063,Produit 2062,95.43,18,Description automatique,
2064,Produit 2063,52.61,6,Description automatique,
2065,Produit 2064,18.95,28,Description automatique,
2066,Produit 2065,29.39,23,Description automatique,
2067,Produit 2066,42.92,37,Description automatique,
2068,Produit 2067,7.15,10,Description automatique,
2069,Produit 2068,81.4,4,Description automatique,
2070,Produit 2069,92.5,10,Description automatique,
2071,Produit 2070,87.55,11,Description automatique,
2072,Produit 2071,46.79,13,Description automatique,
2073,Produit 2072,38.04,34,Description automatique,
2074,Produit 2073,11.06,20,Description automatique,
2075,Produit 2074,11.11,2,Description automatique,
2076,Produit 2075,39.54,31,Description automatique,
2077,Produit 2076,99.94,17,Description automatique,
2078,Produit 2077,84.42,0,Description automatique,
2079,Produit 2078,90.96,22,Description automatique,
2080,Produit 2079,60.94,47,Description automatique,
2081,Produit 2080,76.66,45,Description automatique,
2082,Produit 2081,19.34,15,Description automatique,
2083,Produit 2082,97.77,33,Description automatique,
2084,Produit 2083,57.02,25,Description automatique,
2085,Produit 2084,54.97,22,Description automatique,
2086,Produit 2085,62.78,31,Description automatique,
2087,Produit 2086,46.45,30,Description automatique,
2088,Produit 2087,22.63,40,Description automatique,
2089,Produit 2088,81.47,41,Description automatique,
2090,Produit 2089,76.19,38,Description automatique,
2091,Produit 2090,39.13,43,Description automatique,
2092,Produit 2091,95.39,30,Description automatique,
2093,Produit 2092,77.43,26,Description automatique,
2094,Produit 2093,17.31,3,Description automatique,
2095,Produit 2094,49.54,40,Description automatique,
2096,Produit 2095,84.55,27,Description automatique,
2097,Produit 2096,9.32,12,Description automatique,
2098,Produit 2097,47.1,1,Description automatique,
2099,Produit 2098,99.94,26,Description automatique,
2100,Produit 2099,98.16,6,Description automatique,
2101,Produit 2100,44.06,35,Description automatique,
2102,Produit 2101,43.38,39,Description automatique,
2103,Produit 2102,2.54,39,Description automatique,
2104,Produit 2103,68.81,35,Description automatique,
2105,Produit 2104,69.31,21,Description automatique,
2106,Produit 2105,81.51,38,Description automatique,
2107,Produit 2106,77.86,32,Description automatique,
2108,Produit 2107,16.69,27,Description automatique,
2109,Produit 2108,71.07,19,Description automatique,
2110,Produit 2109,91.99,31,Description automatique,
2111,Produit 2110,12.91,48,Description automatique,
2112,Produit 2111,82.06,40,Description automatique,
2113,Produit 2112,28.68,20,Description automatique,
2114,Produit 2113,43.79,35,Description automatique,
2115,Produit 2114,62.49,26,Description automatique,
2116,Produit 2115,37.94,21,Description automatique,
2117,Produit 2116,100,45,Description automatique,
2118,Produit 2117,51.36,43,Description automatique,
2119,Produit 2118,71.84,18,Description automatique,
2120,Produit 2119,48.3,19,Description automatique,
2121,Produit 2120,46.94,31,Description automatique,
2122,Produit 2121,31.85,38,Description automatique,
2123,Produit 2122,16.87,5,Description automatique,
2124,Produit 2123,65.04,19,Description automatique,
2125,Produit 2124,38.85,33,Description automatique,
2126,Produit 2125,62.71,9,Description automatique,
2127,Produit 2126,79.09,14,Description automatique,
2128,Produit 2127,38.16,36,Description automatique,
2129,Produit 2128,68.22,7,Description automatique,
2130,Produit 2129,93.86,26,Description automatique,
2131,Produit 2130,87.5,0,Description automatique,
2132,Produit 2131,50.2,35,Description automatique,
2133,Produit 2132,9.1,48,Description automatique,
2134,Produit 2133,64.15,2,Description automatique,
2135,Produit 2134,86.51,12,Description automatique,
2136,Produit 2135,81.79,44,Description automatique,
2137,Produit 2136,59.26,27,Description automatique,
2138,Produit 2137,13.41,0,Description automatique,
2139,Produit 2138,48.2,17,Description automatique,
2140,Produit 2139,17.53,44,Description automatique,
2141,Produit 2140,12.28,6,Description automatique,
2142,Produit 2141,16.61,36,Description automatique,
2143,Produit 2142,70.23,17,Description automatique,
2144,Produit 2143,16.23,11,Description automatique,
2145,Produit 2144,39.05,10,Description automatique,
2146,Produit 2145,41.19,11,Description automatique,
2147,Produit 2146,52.82,22,Description automatique,
2148,Produit 2147,83.98,5,Description automatique,
2149,Produit 2148,94.73,1,Description automatique,
2150,Produit 2149,86.64,20,Description automatique,
2151,Produit 2150,65.9,44,Description automatique,
2152,Produit 2151,87.65,24,Description automatique,
2153,Produit 2152,6.06,46,Description automatique,
2154,Produit 2153,58.48,13,Description automatique,
2155,Produit 2154,43.91,33,Description automatique,
2156,Produit 2155,10.48,37,Description automatique,
2157,Produit 2156,60.01,46,Description automatique,
2158,Produit 2157,47.27,23,Description automatique,
2159,Produit 2158,70.71,36,Description automatique,
2160,Produit 2159,48.35,29,Description automatique,
2161,Produit 2160,49.14,18,Description automatique,
2162,Produit 2161,88.86,11,Description automatique,
2163,Produit 2162,48.95,0,Description automatique,
2164,Produit 2163,71.47,28,Description automatique,
2165,Produit 2164,19.78,39,Description automatique,
2166,Produit 2165,98.01,16,Description automatique,
2167,Produit 2166,6.37,13,Description automatique,
2168,Produit 2167,85.19,16,Description automatique,
2169,Produit 2168,72.6,21,Description automatique,
2170,Produit 2169,77.83,35,Description automatique,
2171,Produit 2170,98.68,5,Description automatique,
2172,Produit 2171,99.5,22,Description automatique,
2173,Produit 2172,17.08,3,Description automatique,
2174,Produit 2173,79.58,41,Description automatique,
2175,Produit 2174,94.85,23,Description automatique,
2176,Produit 2175,45.69,0,Description automatique,
2177,Produit 2176,39.8,5,Description automatique,
2178,Produit 2177,73.05,29,Description automatique,
2179,Produit 2178,86.34,8,Description automatique,
2180,Produit 2179,82.61,31,Description automatique,
2181,Produit 2180,56.54,0,Description automatique,
2182,Produit 2181,96.04,13,Description automatique,
2183,Produit 2182,87.41,38,Description automatique,
2184,Produit 2183,61.73,36,Description automatique,
2185,Produit 2184,19.62,31,Description automatique,
2186,Produit 2185,92.14,49,Description automatique,
2187,Produit 2186,21.7,23,Description automatique,
2188,Produit 2187,29.54,34,Description automatique,
2189,Produit 2188,61.99,24,Description automatique,
2190,Produit 2189,82.41,20,Description automatique,
2191,Produit 2190,66.88,35,Description automatique,
2192,Produit 2191,20.28,22,Description automatique,
2193,Produit 2192,28.09,42,Description automatique,
2194,Produit 2193,34.75,0,Description automatique,
2195,Produit 2194,93.54,42,Description automatique,
2196,Produit 2195,90.12,42,Description automatique,
2197,Produit 2196,46.46,39,Description automatique,
2198,Produit 2197,16.76,0,Description automatique,
2199,Produit 2198,53.7,10,Description automatique,
2200,Produit 2199,8,15,Description automatique,
2201,Produit 2200,14.24,45,Description automatique,
2202,Produit 2201,78.51,11,Description automatique,
2203,Produit 2202,70.34,10,Description automatique,
2204,Produit 2203,24.52,19,Description automatique,
2205,Produit 2204,32.44,36,Description automatique,
2206,Produit 2205,89.28,35,Description automatique,
2207,Produit 2206,96.85,40,Description automatique,
2208,Produit 2207,1.51,16,Description automatique,
2209,Produit 2208,4.91,24,Description automatique,
2210,Produit 2209,91.71,49,Description automatique,
2211,Produit 2210,19.87,42,Description automatique,
2212,Produit 2211,99.88,20,Description automatique,
2213,Produit 2212,25.86,25,Description automatique,
2214,Produit 2213,7.41,18,Description automatique,
2215,Produit 2214,90.35,1,Description automatique,
2216,Produit 2215,91.34,22,Description automatique,
2217,Produit 2216,6.4,44,Description automatique,
2218,Produit 2217,99.53,1,Description automatique,
2219,Produit 2218,18.98,25,Description automatique,
2220,Produit 2219,16.23,33,Description automatique,
2221,Produit 2220,75.1,19,Description automatique,
2222,Produit 2221,36.67,29,Description automatique,
2223,Produit 2222,70.81,19,Description automatique,
2224,Produit 2223,8.37,24,Description automatique,
2225,Produit 2224,99.81,29,Description automatique,
2226,Produit 2225,81.04,29,Description automatique,
2227,Produit 2226,24.67,14,Description automatique,
2228,Produit 2227,54.19,26,Description automatique,
2229,Produit 2228,64.26,22,Description automatique,
2230,Produit 2229,59.54,21,Description automatique,
2231,Produit 2230,7.51,11,Description automatique,
2232,Produit 2231,82.15,29,Description automatique,
2233,Produit 2232,94.37,25,Description automatique,
2234,Produit 2233,98.96,0,Description automatique,
2235,Produit 2234,88.79,1,Description automatique,
2236,Produit 2235,20.22,18,Description automatique,
2237,Produit 2236,45.21,3,Description automatique,
2238,Produit 2237,79.14,43,Description automatique,
2239,Produit 2238,49.48,14,Description automatique,
2240,Produit 2239,79.29,28,Description automatique,
2241,Produit 2240,36.7,2,Description automatique,
2242,Produit 2241,80.61,8,Description automatique,
2243,Produit 2242,15.74,48,Description automatique,
2244,Produit 2243,75.15,35,Description automatique,
2245,Produit 2244,18.04,28,Description automatique,
2246,Produit 2245,92.39,31,Description automatique,
2247,Produit 2246,24.19,41,Description automatique,
2248,Produit 2247,34.81,33,Description automatique,
2249,Produit 2248,73.01,10,Description automatique,
2250,Produit 2249,91.93,45,Description automatique,
2251,Produit 2250,55.95,39,Description automatique,
2252,Produit 2251,90.19,3,Description automatique,
2253,Produit 2252,56.5,8,Description automatique,
2254,Produit 2253,36.91,41,Description automatique,
2255,Produit 2254,93.68,0,Description automatique,
2256,Produit 2255,7.09,19,Description automatique,
2257,Produit 2256,94.35,45,Description automatique,
2258,Produit 2257,1.65,45,Description automatique,
2259,Produit 2258,84.98,10,Description automatique,
2260,Produit 2259,78.21,7,Description automatique,
2261,Produit 2260,18.43,28,Description automatique,
2262,Produit 2261,64.08,23,Description automatique,
2263,Produit 2262,33.51,24,Description automatique,
2264,Produit 2263,91.47,11,Description automatique,
2265,Produit 2264,44.83,41,Description automatique,
2266,Produit 2265,8.76,47,Description automatique,
2267,Produit 2266,11.93,15,Description automatique,
2268,Produit 2267,38.83,11,Description automatique,
2269,Produit 2268,54.52,43,Description automatique,
2270,Produit 2269,64.24,17,Description automatique,
2271,Produit 2270,42.56,44,Description automatique,
2272,Produit 2271,10.8,0,Description automatique,
2273,Produit 2272,62.46,27,Description automatique,
2274,Produit 2273,69.19,46,Description automatique,
2275,Produit 2274,38.02,45,Description automatique,
2276,Produit 2275,33.45,42,Description automatique,
2277,Produit 2276,3.59,37,Description automatique,
2278,Produit 2277,4.75,15,Description automatique,
2279,Produit 2278,57.6,7,Description automatique,
2280,Produit 2279,30.39,0,Description automatique,
2281,Produit 2280,83.08,40,Description automatique,
2282,Produit 2281,19.5,11,Description automatique,
2283,Produit 2282,57.18,4,Description automatique,
2284,Produit 2283,17.4,9,Description automatique,
2285,Produit 2284,21.37,22,Description automatique,
2286,Produit 2285,0.3,28,Description automatique,
2287,Produit 2286,1.9,35,Description automatique,
2288,Produit 2287,66.48,14,Description automatique,
2289,Produit 2288,61.15,5,Description automatique,
2290,Produit 2289,6.01,25,Description automatique,
2291,Produit 2290,73.99,20,Description automatique,
2292,Produit 2291,76.23,49,Description automatique,
2293,Produit 2292,24.85,38,Description automatique,
2294,Produit 2293,58.99,14,Description automatique,
2295,Produit 2294,75.47,29,Description automatique,
2296,Produit 2295,58.5,24,Description automatique,
2297,Produit 2296,41.85,2,Description automatique,
2298,Produit 2297,23.87,47,Description automatique,
2299,Produit 2298,42.38,44,Description automatique,
2300,Produit 2299,31.12,46,Description automatique,
2301,Produit 2300,54.34,34,Description automatique,
2302,Produit 2301,84.34,15,Description automatique,
2303,Produit 2302,25.63,43,Description automatique,
2304,Produit 2303,73.56,11,Description automatique,
2305,Produit 2304,41.6,12,Description automatique,
2306,Produit 2305,39.51,28,Description automatique,
2307,Produit 2306,49.23,35,Description automatique,
2308,Produit 2307,69.34,0,Description automatique,
2309,Produit 2308,41.86,30,Description automatique,
2310,Produit 2309,96.28,46,Description automatique,
2311,Produit 2310,94.98,39,Description automatique,
2312,Produit 2311,74.9,16,Description automatique,
2313,Produit 2312,25.31,37,Description automatique,
2314,Produit 2313,2.05,34,Description automatique,
2315,Produit 2314,88.47,29,Description automatique,
2316,Produit 2315,9.36,32,Description automatique,
2317,Produit 2316,50.32,5,Description automatique,
2318,Produit 2317,44,5,Description automatique,
2319,Produit 2318,26.74,25,Description automatique,
2320,Produit 2319,82.48,21,Description automatique,
2321,Produit 2320,41.57,32,Description automatique,
2322,Produit 2321,7.83,25,Description automatique,
2323,Produit 2322,64.27,11,Description automatique,
2324,Produit 2323,65.75,43,Description automatique,
2325,Produit 2324,88.29,6,Description automatique,
2326,Produit 2325,27.05,5,Description automatique,
2327,Produit 2326,78.98,9,Description automatique,
2328,Produit 2327,43.68,10,Description automatique,
2329,Produit 2328,29.4,20,Description automatique,
2330,Produit 2329,82.42,17,Description automatique,
2331,Produit 2330,32.05,8,Description automatique,
2332,Produit 2331,62.48,25,Description automatique,
2333,Produit 2332,75.66,47,Description automatique,
2334,Produit 2333,82.47,27,Description automatique,
2335,Produit 2334,58.15,31,Description automatique,
2336,Produit 2335,12.71,48,Description automatique,
2337,Produit 2336,13.25,24,Description automatique,
2338,Produit 2337,45.42,26,Description automatique,
2339,Produit 2338,4.14,34,Description automatique,
2340,Produit 2339,84.56,15,Description automatique,
2341,Produit 2340,51.89,19,Description automatique,
2342,Produit 2341,57.6,5,Description automatique,
2343,Produit 2342,81.47,19,Description automatique,
2344,Produit 2343,55.75,8,Description automatique,
2345,Produit 2344,14.79,15,Description automatique,
2346,Produit 2345,93.29,20,Description automatique,
2347,Produit 2346,14.98,16,Description automatique,
2348,Produit 2347,30.01,19,Description automatique,
2349,Produit 2348,36.35,12,Description automatique,
2350,Produit 2349,27.48,21,Description automatique,
2351,Produit 2350,9.64,39,Description automatique,
2352,Produit 2351,17.74,2,Description automatique,
2353,Produit 2352,21.91,46,Description automatique,
2354,Produit 2353,54.62,9,Description automatique,
2355,Produit 2354,78.42,48,Description automatique,
2356,Produit 2355,90.74,46,Description automatique,
2357,Produit 2356,69.94,26,Description automatique,
2358,Produit 2357,51.69,22,Description automatique,
2359,Produit 2358,1.04,37,Description automatique,
2360,Produit 2359,1.12,6,Description automatique,
2361,Produit 2360,90.18,6,Description automatique,
2362,Produit 2361,41.48,2,Description automatique,
2363,Produit 2362,90.54,38,Description automatique,
2364,Produit 2363,92.87,8,Description automatique,
2365,Produit 2364,20.17,0,Description automatique,
2366,Produit 2365,58.62,47,Description automatique,
2367,Produit 2366,33.92,46,Description automatique,
2368,Produit 2367,37.98,39,Description automatique,
2369,Produit 2368,53.5,43,Description automatique,
2370,Produit 2369,1.17,22,Description automatique,
2371,Produit 2370,44.82,35,Description automatique,
2372,Produit 2371,49.64,1,Description automatique,
2373,Produit 2372,98.58,21,Description automatique,
2374,Produit 2373,67.91,14,Description automatique,
2375,Produit 2374,70.83,0,Description automatique,
2376,Produit 2375,88.59,29,Description automatique,
2377,Produit 2376,95.13,18,Description automatique,
2378,Produit 2377,63.3,5,Description automatique,
2379,Produit 2378,77.64,15,Description automatique,
2380,Produit 2379,6.61,48,Description automatique,
2381,Produit 2380,5.97,31,Description automatique,
2382,Produit 2381,38.67,27,Description automatique,
2383,Produit 2382,5.48,28,Description automatique,
2384,Produit 2383,75.9,44,Description automatique,
2385,Produit 2384,2.96,6,Description automatique,
2386,Produit 2385,37.65,21,Description automatique,
2387,Produit 2386,14.45,12,Description automatique,
2388,Produit 2387,67.48,2,Description automatique,
2389,Produit 2388,0.71,31,Description automatique,
2390,Produit 2389,50.81,20,Description automatique,
2391,Produit 2390,59.81,33,Description automatique,
2392,Produit 2391,69.49,41,Description automatique,
2393,Produit 2392,92.55,27,Description automatique,
2394,Produit 2393,27.8,25,Description automatique,
2395,Produit 2394,35.09,39,Description automatique,
2396,Produit 2395,17.62,24,Description automatique,
2397,Produit 2396,27.05,26,Description automatique,
2398,Produit 2397,44.4,46,Description automatique,
2399,Produit 2398,24.21,19,Description automatique,
2400,Produit 2399,43.73,34,Description automatique,
2401,Produit 2400,18.65,36,Description automatique,
2402,Produit 2401,37.28,16,Description automatique,
2403,Produit 2402,82.56,5,Description automatique,
2404,Produit 2403,80.31,40,Description automatique,
2405,Produit 2404,63.89,17,Description automatique,
2406,Produit 2405,91.96,39,Description automatique,
2407,Produit 2406,8.45,36,Description automatique,
2408,Produit 2407,91.82,7,Description automatique,
2409,Produit 2408,53.05,47,Description automatique,
2410,Produit 2409,64.55,3,Description automatique,
2411,Produit 2410,89.72,15,Description automatique,
2412,Produit 2411,82.6,20,Description automatique,
2413,Produit 2412,29.81,25,Description automatique,
2414,Produit 2413,98.8,48,Description automatique,
2415,Produit 2414,11.95,21,Description automatique,
2416,Produit 2415,23.69,40,Description automatique,
2417,Produit 2416,6.18,19,Description automatique,
2418,Produit 2417,99.69,14,Description automatique,
2419,Produit 2418,30.64,6,Description automatique,
2420,Produit 2419,51.79,25,Description automatique,
2421,Produit 2420,6.83,47,Description automatique,
2422,Produit 2421,95.26,15,Description automatique,
2423,Produit 2422,68.04,12,Description automatique,
2424,Produit 2423,84.81,10,Description automatique,
2425,Produit 2424,2.57,35,Description automatique,
2426,Produit 2425,74.69,46,Description automatique,
2427,Produit 2426,76.47,27,Description automatique,
2428,Produit 2427,69.33,46,Description automatique,
2429,Produit 2428,51.48,41,Description automatique,
2430,Produit 2429,35.09,40,Description automatique,
2431,Produit 2430,28.56,4,Description automatique,
2432,Produit 2431,47.48,33,Description automatique,
2433,Produit 2432,28.37,28,Description automatique,
2434,Produit 2433,82.82,4,Description automatique,
2435,Produit 2434,69.65,9,Description automatique,
2436,Produit 2435,23.41,44,Description automatique,
2437,Produit 2436,20.84,2,Description automatique,
2438,Produit 2437,29.78,44,Description automatique,
2439,Produit 2438,99.57,19,Description automatique,
2440,Produit 2439,61.1,10,Description automatique,
2441,Produit 2440,53.45,14,Description automatique,
2442,Produit 2441,87.03,11,Description automatique,
2443,Produit 2442,57.75,5,Description automatique,
2444,Produit 2443,62.48,5,Description automatique,
2445,Produit 2444,87.01,42,Description automatique,
2446,Produit 2445,53.18,25,Description automatique,
2447,Produit 2446,43.57,26,Description automatique,
2448,Produit 2447,7.83,17,Description automatique,
2449,Produit 2448,54.65,18,Description automatique,
2450,Produit 2449,60.64,33,Description automatique,
2451,Produit 2450,30.33,8,Description automatique,
2452,Produit 2451,75.47,34,Description automatique,
2453,Produit 2452,63.7,40,Description automatique,
2454,Produit 2453,31.8,15,Description automatique,
2455,Produit 2454,27.21,38,Description automatique,
2456,Produit 2455,59.97,1,Description automatique,
2457,Produit 2456,1.67,14,Description automatique,
2458,Produit 2457,60.29,45,Description automatique,
2459,Produit 2458,70.61,26,Description automatique,
2460,Produit 2459,25.18,36,Description automatique,
2461,Produit 2460,40.52,45,Description automatique,
2462,Produit 2461,47.71,23,Description automatique,
2463,Produit 2462,39.79,7,Description automatique,
2464,Produit 2463,37.24,12,Description automatique,
2465,Produit 2464,37.5,47,Description automatique,
2466,Produit 2465,33.04,8,Description automatique,
2467,Produit 2466,90.16,41,Description automatique,
2468,Produit 2467,79.7,33,Description automatique,
2469,Produit 2468,59.18,35,Description automatique,
2470,Produit 2469,99.9,48,Description automatique,
2471,Produit 2470,51.9,32,Description automatique,
2472,Produit 2471,79.09,15,Description automatique,
2473,Produit 2472,1.96,29,Description automatique,
2474,Produit 2473,95.41,26,Description automatique,
2475,Produit 2474,95.91,1,Description automatique,
2476,Produit 2475,30.34,14,Description automatique,
2477,Produit 2476,45.93,13,Description automatique,
2478,Produit 2477,28.02,13,Description automatique,
2479,Produit 2478,0.77,29,Description automatique,
2480,Produit 2479,1.18,22,Description automatique,
2481,Produit 2480,91.46,14,Description automatique,
2482,Produit 2481,76.66,31,Description automatique,
2483,Produit 2482,59.02,36,Description automatique,
2484,Produit 2483,39.48,39,Description automatique,
2485,Produit 2484,32.6,34,Description automatique,
2486,Produit 2485,13.76,34,Description automatique,
2487,Produit 2486,47.95,7,Description automatique,
2488,Produit 2487,71.81,45,Description automatique,
2489,Produit 2488,75.69,34,Description automatique,
2490,Produit 2489,53.58,4,Description automatique,
2491,Produit 2490,83.23,4,Description automatique,
2492,Produit 2491,66.9,3,Description automatique,
2493,Produit 2492,83.65,41,Description automatique,
2494,Produit 2493,0.99,35,Description automatique,
2495,Produit 2494,91.92,28,Description automatique,
2496,Produit 2495,26.47,31,Description automatique,
2497,Produit 2496,52.29,5,Description automatique,
2498,Produit 2497,53.49,17,Description automatique,
2499,Produit 2498,71.56,3,Description automatique,
2500,Produit 2499,68.76,26,Description automatique,
2501,Produit Valide 1,19.99,10,OK,
2502,Produit Valide 2,49.9,5,OK,
2503,,29.99,3,Nom manquant,
2504,Produit Stock Négatif,39.99,0,Stock négatif,
2505,Produit Stock Vide,12.99,0,Stock vide,
2506,Produit Valide 3,9.99,0,OK,
2507,Produit Valide 4,59.99,20,OK,
